sold_date,address,city,state,zip,property_type,price,beds,baths,square_feet,lot_size,year_built,price_per_square_foot,hoa_month,neighborhood_or_location,latitude,longitude,source,mls_number,redfin_url,date_source_note,original_row_number
2024-10-15,1204 Piedra Morada Dr,Pacific Palisades,CA,90272,Single Family Residential,3400000,5,5.0,5081,14787,1989,669,495.0,Pacific Palisades,34.0680943,-118.5513958,TheMLS,24-415167,https://www.redfin.com/CA/Pacific-Palisades/1204-Piedra-Morada-Dr-90272/home/6849149,Original Redfin export,255
2024-10-11,363 Sumac Ln,Santa Monica,CA,90402,Single Family Residential,3000000,3,2.0,2001,5440,1921,1499,,Santa Monica,34.033383,-118.51401,TheMLS,24-432719,https://www.redfin.com/CA/Santa-Monica/363-Sumac-Ln-90402/home/6840691,Original Redfin export,90
2024-10-02,1101 Corsica Dr,Pacific Palisades,CA,90272,Single Family Residential,12500000,5,7.0,6635,14919,2004,1884,,Pacific Palisades,34.0484607,-118.5057226,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/1101-Corsica-Dr-90272/home/6839473,Filled from public web research: Redfin (High confidence),37
2024-10-01,347 Aderno Way,Pacific Palisades,CA,90272,Single Family Residential,3112000,4,2.0,1777,10499,1949,1751,,Pacific Palisades,34.0419719,-118.5443914,TheMLS,24-436555,https://www.redfin.com/CA/Pacific-Palisades/347-Aderno-Way-90272/home/6843286,Original Redfin export,115
2024-09-30,14901 La Cumbre Dr,Pacific Palisades,CA,90272,Single Family Residential,10295000,6,6.0,5927,13468,2005,1737,,Pacific Palisades,34.0340977,-118.5208099,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/14901-La-Cumbre-Dr-90272/home/6841097,Filled from public web research: Redfin (High confidence),43
2024-09-30,1101 Monument St,Pacific Palisades,CA,90272,Single Family Residential,6250000,5,6.0,4200,6053,2024,1488,,Pacific Palisades,34.0488265,-118.5249635,TheMLS,24-431137,https://www.redfin.com/CA/Pacific-Palisades/1101-Monument-St-90272/home/6845922,Original Redfin export,125
2024-09-27,742 Via De La Paz,Pacific Palisades,CA,90272,Single Family Residential,4680000,6,7.0,4535,7502,2006,1032,,Pacific Palisades,34.0437214,-118.5276067,TheMLS,24-388136,https://www.redfin.com/CA/Pacific-Palisades/742-Via-de-la-Paz-90272/home/6841440,Original Redfin export,328
2024-09-23,850 Galloway St,Pacific Palisades,CA,90272,Single Family Residential,5800000,5,6.0,3434,5205,2024,1689,,Pacific Palisades,34.0447151,-118.5203162,TheMLS,24-453739,https://www.redfin.com/CA/Pacific-Palisades/850-Galloway-St-90272/home/6846670,Original Redfin export,2
2024-09-20,1513 Sorrento Dr,Pacific Palisades,CA,90272,Single Family Residential,21500000,7,9.0,12361,21762,2015,1739,200.0,Pacific Palisades,34.0581875,-118.5032328,TheMLS,24-418197,https://www.redfin.com/CA/Pacific-Palisades/1513-Sorrento-Dr-90272/home/6847045,Original Redfin export,151
2024-09-20,921 Rivas Canyon Rd,Pacific Palisades,CA,90272,Single Family Residential,9700000,5,7.0,5474,43400,2016,1772,,Pacific Palisades,34.0470979,-118.5147713,TheMLS,24-381207,https://www.redfin.com/CA/Pacific-Palisades/921-Rivas-Canyon-Rd-90272/home/6839902,Original Redfin export,336
2024-09-20,15961 Miami Way,Pacific Palisades,CA,90272,Single Family Residential,3150000,3,2.0,1898,6315,1941,1660,,Pacific Palisades,34.0443854,-118.5358288,TheMLS,24-441465,https://www.redfin.com/CA/Pacific-Palisades/15961-Miami-Way-90272/home/6842197,Original Redfin export,41
2024-09-18,675 Muskingum Ave,Pacific Palisades,CA,90272,Single Family Residential,6800000,7,8.0,6640,8607,2024,1024,,Pacific Palisades,34.0471393,-118.5373915,TheMLS,24-398459,https://www.redfin.com/CA/Pacific-Palisades/675-Muskingum-Ave-90272/home/6842533,Original Redfin export,300
2024-09-13,600 Via De La Paz,Pacific Palisades,CA,90272,Single Family Residential,7200000,6,8.0,7276,7211,2024,990,,Pacific Palisades,34.0404292,-118.5284877,TheMLS,24-384751,https://www.redfin.com/CA/Pacific-Palisades/600-Via-de-la-Paz-90272/home/6841532,Original Redfin export,324
2024-09-13,16517 Las Casas Pl,Pacific Palisades,CA,90272,Single Family Residential,3820000,3,4.0,3288,9835,1956,1162,,Pacific Palisades,34.0504398,-118.5414935,TheMLS,24-408130,https://www.redfin.com/CA/Pacific-Palisades/16517-Las-Casas-Pl-90272/home/6844162,Original Redfin export,264
2024-09-09,1160 Galloway St,Pacific Palisades,CA,90272,Single Family Residential,3100000,2,1.0,1116,6503,1923,2778,,Pacific Palisades,34.0510111,-118.5217247,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/1160-Galloway-St-90272/home/6846035,Filled from public web research: Redfin (High confidence),34
2024-09-06,1375 Allenford Ave,Los Angeles,CA,90049,Single Family Residential,8250000,7,10.0,7800,9844,2021,1058,,Brentwood,34.0532055,-118.4944222,TheMLS,24-413971,https://www.redfin.com/CA/Los-Angeles/1375-Allenford-Ave-90049/home/6839268,Original Redfin export,181
2024-09-05,743 Enchanted Way,Pacific Palisades,CA,90272,Single Family Residential,3375743,3,2.0,2242,9516,1956,1506,,Pacific Palisades,34.0496203,-118.5494823,TheMLS,24-425943,https://www.redfin.com/CA/Pacific-Palisades/743-Enchanted-Way-90272/home/28915317,Original Redfin export,68
2024-08-30,1467 Amalfi Dr,Pacific Palisades,CA,90272,Single Family Residential,5025000,4,4.0,3253,12820,1961,1545,25.0,Pacific Palisades,34.0571455,-118.5039529,TheMLS,24-412307,https://www.redfin.com/CA/Pacific-Palisades/1467-Amalfi-Dr-90272/home/8136961,Original Redfin export,171
2024-08-28,1467 Chastain Pkwy,Pacific Palisades,CA,90272,Single Family Residential,6000000,5,6.0,6754,12411,1990,888,430.0,Pacific Palisades,34.075735,-118.5534886,TheMLS,24-415011,https://www.redfin.com/CA/Pacific-Palisades/1467-Chastain-Pkwy-W-90272/home/6849184,Original Redfin export,146
2024-08-28,15926 Temecula St,Pacific Palisades,CA,90272,Single Family Residential,3050088,2,2.0,1685,6732,1941,1810,,Pacific Palisades,34.0443504,-118.5350649,TheMLS,24-406795,https://www.redfin.com/CA/Pacific-Palisades/15926-Temecula-St-90272/home/6842205,Original Redfin export,233
2024-08-26,1030 Fiske St,Pacific Palisades,CA,90272,Single Family Residential,4500000,3,4.0,2886,5199,1929,1559,,Pacific Palisades,34.0481434,-118.522105,TheMLS,24-431967,https://www.redfin.com/CA/Pacific-Palisades/1030-Fiske-St-90272/home/6846256,Original Redfin export,10
2024-08-26,16855 Livorno Dr,Pacific Palisades,CA,90272,Single Family Residential,3075000,4,3.0,2133,6904,1949,1442,,Pacific Palisades,34.0440611,-118.5462282,TheMLS,24-402255,https://www.redfin.com/CA/Pacific-Palisades/16855-Livorno-Dr-90272/home/6842970,Original Redfin export,215
2024-08-23,1423 Cuesta Linda,Pacific Palisades,CA,90272,Single Family Residential,4350000,6,8.0,5793,15237,1988,751,30.0,Pacific Palisades,34.0751076,-118.5553557,TheMLS,24-410203,https://www.redfin.com/CA/Pacific-Palisades/1423-Cuesta-Linda-90272/home/6849013,Original Redfin export,163
2024-08-23,227 Tranquillo Rd,Pacific Palisades,CA,90272,Single Family Residential,3185000,3,2.0,1723,6789,1954,1849,,Pacific Palisades,34.0436833,-118.5625879,TheMLS,24-400163,https://www.redfin.com/CA/Pacific-Palisades/227-Tranquillo-Rd-90272/home/6843581,Original Redfin export,226
2024-08-22,724 Hampden Pl,Pacific Palisades,CA,90272,Single Family Residential,7450000,5,7.0,6423,9646,2020,1160,,Pacific Palisades,34.04291,-118.5260737,TheMLS,24-391569,https://www.redfin.com/CA/Pacific-Palisades/724-Hampden-Pl-90272/home/110124838,Original Redfin export,292
2024-08-13,720 N Almar Ave,Pacific Palisades,CA,90272,Single Family Residential,5145000,5,5.0,3827,6946,2009,1344,,Pacific Palisades,34.0461176,-118.5342062,TheMLS,24-413701,https://www.redfin.com/CA/Pacific-Palisades/720-Almar-Ave-90272/home/6842245,Original Redfin export,70
2024-08-06,1301 Piedra Morada Dr,Pacific Palisades,CA,90272,Single Family Residential,4000000,5,6.0,5306,16948,1987,754,490.0,Pacific Palisades,34.0710328,-118.5521119,TheMLS,24-397534,https://www.redfin.com/CA/Pacific-Palisades/1301-Piedra-Morada-Dr-90272/home/6849083,Original Redfin export,232
2024-08-05,95 Ocean Way,Santa Monica,CA,90402,Single Family Residential,4717500,3,3.0,1978,5616,1962,2385,,Santa Monica,34.0271674,-118.5172266,TheMLS,24-384765,https://www.redfin.com/CA/Santa-Monica/95-Ocean-Way-90402/home/6840379,Original Redfin export,295
2024-07-31,731 Greentree Rd,Pacific Palisades,CA,90272,Single Family Residential,5000000,3,3.0,2142,18196,1949,2334,,Pacific Palisades,34.0423748,-118.5165563,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/731-Greentree-Rd-90272/home/6840072,Filled from public web research: Redfin (High confidence),189
2024-07-30,721 Via De La Paz,Pacific Palisades,CA,90272,Single Family Residential,6202000,4,5.0,3721,8303,1936,1667,,Pacific Palisades,34.043335,-118.5285112,TheMLS,24-391148,https://www.redfin.com/CA/Pacific-Palisades/721-Via-de-la-Paz-90272/home/6841428,Original Redfin export,205
2024-07-26,861 Kagawa St,Pacific Palisades,CA,90272,Single Family Residential,3750000,4,4.0,2350,6500,1949,1596,,Pacific Palisades,34.045445,-118.5178798,TheMLS,24-377157,https://www.redfin.com/CA/Pacific-Palisades/861-Kagawa-St-90272/home/8091128,Original Redfin export,177
2024-07-24,1580 Chastain Pkwy,Pacific Palisades,CA,90272,Single Family Residential,3300000,4,5.0,4127,6868,1995,800,430.0,Pacific Palisades,34.076504,-118.5501073,TheMLS,24-401769,https://www.redfin.com/CA/Pacific-Palisades/1580-Chastain-Pkwy-W-90272/home/6849432,Original Redfin export,196
2024-07-17,1030 Glenhaven Dr,Pacific Palisades,CA,90272,Single Family Residential,3145000,3,3.0,2322,9427,1958,1354,,Pacific Palisades,34.0536427,-118.5461577,TheMLS,24-390265,https://www.redfin.com/CA/Pacific-Palisades/1030-Glenhaven-Dr-90272/home/6844136,Original Redfin export,157
2024-07-17,17017 Avenida De Santa Ynez,Pacific Palisades,CA,90272,Single Family Residential,3132500,4,3.0,2890,5816,1975,1084,440.0,Pacific Palisades,34.0723588,-118.559018,TheMLS,24-398285,https://www.redfin.com/CA/Pacific-Palisades/17017-Avenida-de-Santa-Ynez-90272/home/6848057,Original Redfin export,127
2024-07-16,1680 Alta Mura Rd,Pacific Palisades,CA,90272,Single Family Residential,4733500,5,5.0,4180,68035,1966,1132,,Pacific Palisades,34.0639862,-118.500753,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/1680-Alta-Mura-Rd-90272/home/6849494,Filled from public web research: Redfin (High confidence),275
2024-07-15,506 N Las Casas Ave,Pacific Palisades,CA,90272,Single Family Residential,6575000,6,7.0,6220,8115,2022,1057,,Pacific Palisades,34.0440672,-118.5431294,TheMLS,24-343303,https://www.redfin.com/CA/Pacific-Palisades/506-N-Las-Casas-Ave-90272/home/6842724,Original Redfin export,299
2024-07-11,925 Enchanted Way,Pacific Palisades,CA,90272,Single Family Residential,7488000,4,5.0,3650,19638,2023,2052,4.0,Pacific Palisades,34.0531027,-118.5489033,TheMLS,24-374931,https://www.redfin.com/CA/Pacific-Palisades/925-Enchanted-Way-90272/home/8136959,Original Redfin export,74
2024-07-09,13926 W Sunset Blvd,Pacific Palisades,CA,90272,Single Family Residential,7779900,5,7.0,6987,16181,1929,1113,,Pacific Palisades,34.0459694,-118.5085147,TheMLS,24-399447,https://www.redfin.com/CA/Pacific-Palisades/13926-W-Sunset-Blvd-90272/home/6839557,Original Redfin export,99
2024-07-09,16075 Northfield St,Pacific Palisades,CA,90272,Single Family Residential,4850000,4,5.0,3494,6095,1998,1388,,Pacific Palisades,34.047368,-118.5365084,TheMLS,24-398105,https://www.redfin.com/CA/Pacific-Palisades/16075-Northfield-St-90272/home/6842398,Original Redfin export,136
2024-07-03,700 Almar Ave,Pacific Palisades,CA,90272,Single Family Residential,6200000,5,6.0,4120,7565,2009,1505,,Pacific Palisades,34.0456041,-118.5346273,TheMLS,24-397579,https://www.redfin.com/CA/Pacific-Palisades/700-Almar-Ave-90272/home/6842241,Original Redfin export,165
2024-07-02,16886 Charmel Ln,Pacific Palisades,CA,90272,Single Family Residential,4015000,5,4.0,4097,17721,1987,980,,C15 - Pacific Palisades,34.0642121,-118.5515421,CRMLS,P1-16987,https://www.redfin.com/CA/Pacific-Palisades/16886-Charmel-Ln-90272/home/6845334,Original Redfin export,242
2024-06-21,461 W Rustic Rd,Santa Monica,CA,90402,Single Family Residential,6500000,4,4.0,3400,6252,2016,1912,,Santa Monica,34.0334884,-118.5182927,TheMLS,24-406675,https://www.redfin.com/CA/Santa-Monica/461-W-Rustic-Rd-90402/home/6840462,Original Redfin export,42
2024-06-18,1039 Galloway St,Pacific Palisades,CA,90272,Single Family Residential,4300000,4,4.0,2551,5201,1926,1686,,Pacific Palisades,34.0484332,-118.521673,TheMLS,24-393031,https://www.redfin.com/CA/Pacific-Palisades/1039-Galloway-St-90272/home/6846266,Original Redfin export,93
2024-06-17,16656 Calle Haleigh,Pacific Palisades,CA,90272,Single Family Residential,3115000,3,4.0,3466,8125,1999,899,756.0,Pacific Palisades,34.0739148,-118.5492376,TheMLS,24-383005,https://www.redfin.com/CA/Pacific-Palisades/16656-Calle-Haleigh-90272/home/6849383,Original Redfin export,204
2024-06-13,955 Bienveneda Ave,Pacific Palisades,CA,90272,Single Family Residential,6578900,5,6.0,4772,16147,2018,1379,,Pacific Palisades,34.051635,-118.5402324,TheMLS,24-403775,https://www.redfin.com/CA/Pacific-Palisades/955-Bienveneda-Ave-90272/home/6844884,Original Redfin export,24
2024-06-10,1142 Charm Acres Pl,Pacific Palisades,CA,90272,Single Family Residential,6400000,5,6.0,4300,6228,2024,1488,,Pacific Palisades,34.0498458,-118.5256218,TheMLS,24-351933,https://www.redfin.com/CA/Pacific-Palisades/1142-Charm-Acres-Pl-90272/home/6845905,Original Redfin export,323
2024-06-07,14626 Hilltree Rd,Santa Monica,CA,90402,Single Family Residential,4150000,3,3.0,2493,10013,1953,1665,,Santa Monica,34.0369391,-118.5159606,TheMLS,23-321487,https://www.redfin.com/CA/Santa-Monica/14626-Hilltree-Rd-90402/home/6840123,Original Redfin export,338
2024-06-04,126 Mabery Rd,Santa Monica,CA,90402,Single Family Residential,10725000,3,4.0,2959,16597,1933,3625,,Santa Monica,34.0273383,-118.5156281,Public Records / Redfin,,https://www.redfin.com/CA/Santa-Monica/126-Mabery-Rd-90402/home/23101574,Filled from public web research: Redfin (High confidence),114
2024-06-03,14330 W Sunset Blvd,Pacific Palisades,CA,90272,Single Family Residential,25375000,7,13.0,15100,43560,2023,1680,,Pacific Palisades,34.0497781,-118.5114404,TheMLS,23-327461,https://www.redfin.com/CA/Pacific-Palisades/14330-W-Sunset-Blvd-90272/home/6839959,Original Redfin export,350
2024-05-24,335 Beirut Ave,Pacific Palisades,CA,90272,Single Family Residential,3700000,4,3.0,2711,5501,1925,1365,,Pacific Palisades,34.036868,-118.530928,TheMLS,24-376785,https://www.redfin.com/CA/Pacific-Palisades/335-Beirut-Ave-90272/home/6841893,Original Redfin export,116
2024-05-21,254 Toyopa Dr,Pacific Palisades,CA,90272,Single Family Residential,6300000,4,5.0,4674,14712,1957,1348,42.0,Pacific Palisades,34.0318578,-118.519637,TheMLS,24-388519,https://www.redfin.com/CA/Pacific-Palisades/254-Toyopa-Dr-90272/home/6841185,Original Redfin export,36
2024-05-17,1565 Umeo Rd,Pacific Palisades,CA,90272,Single Family Residential,8850000,4,5.0,5070,25944,2013,1746,13.0,Pacific Palisades,34.0606464,-118.5041784,TheMLS,24-361925,https://www.redfin.com/CA/Pacific-Palisades/1565-Umeo-Rd-90272/home/6846833,Original Redfin export,219
2024-05-17,1017 Iliff St,Pacific Palisades,CA,90272,Single Family Residential,4975000,5,6.0,3887,6501,2013,1280,,Pacific Palisades,34.0481909,-118.5195571,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/1017-Iliff-St-90272/home/6846214,Filled from public web research: Redfin (High confidence),218
2024-05-17,772 Kingman Ave,Santa Monica,CA,90402,Single Family Residential,4950000,5,5.0,4558,14796,1973,1086,,Santa Monica,34.0394363,-118.5081179,Public Records / Redfin,,https://www.redfin.com/CA/Santa-Monica/772-Kingman-Ave-90402/home/6839695,Filled from public web research: Redfin (High confidence),192
2024-05-10,617 Frontera Dr,Pacific Palisades,CA,90272,Single Family Residential,6000500,6,6.0,5198,8619,1941,1154,25.0,Pacific Palisades,34.0400381,-118.5227086,TheMLS,24-369243,https://www.redfin.com/CA/Pacific-Palisades/617-Frontera-Dr-90272/home/6840888,Original Redfin export,118
2024-05-09,14928 La Cumbre Dr,Pacific Palisades,CA,90272,Single Family Residential,16550000,6,8.0,9222,14908,2024,1795,,Pacific Palisades,34.0334451,-118.5216024,TheMLS,24-366453,https://www.redfin.com/CA/Pacific-Palisades/14928-La-Cumbre-Dr-90272/home/6841138,Original Redfin export,228
2024-05-07,767 Paseo Miramar,Pacific Palisades,CA,90272,Single Family Residential,7875000,6,8.0,7148,16308,2000,1102,,Pacific Palisades,34.0485859,-118.557279,TheMLS,24-350131,https://www.redfin.com/CA/Pacific-Palisades/767-Paseo-Miramar-90272/home/6843692,Original Redfin export,302
2024-05-07,837 Muskingum Ave,Pacific Palisades,CA,90272,Single Family Residential,3610000,3,2.0,2128,18555,1948,1696,,Pacific Palisades,34.0501294,-118.5348259,TheMLS,24-345883,https://www.redfin.com/CA/Pacific-Palisades/837-Muskingum-Ave-90272/home/6844603,Original Redfin export,138
2024-05-03,563 Spoleto Dr,Pacific Palisades,CA,90272,Single Family Residential,18300000,5,7.0,7713,21006,2004,2373,25.0,Pacific Palisades,34.0366983,-118.5139907,TheMLS,24-345761,https://www.redfin.com/CA/Pacific-Palisades/563-Spoleto-Dr-90272/home/6839656,Original Redfin export,286
2024-05-02,15975 Alcima Ave,Pacific Palisades,CA,90272,Single Family Residential,14500000,7,12.0,11700,33196,2022,1239,,Pacific Palisades,34.0516206,-118.5348407,TheMLS,24-348185,https://www.redfin.com/CA/Pacific-Palisades/15975-Alcima-Ave-90272/home/6844640,Original Redfin export,265
2024-05-02,1457 San Remo Dr,Pacific Palisades,CA,90272,Single Family Residential,9500000,5,5.0,4489,20876,1953,2116,,Pacific Palisades,34.0564496,-118.498532,TheMLS,24-353629,https://www.redfin.com/CA/Pacific-Palisades/1457-San-Remo-Dr-90272/home/6847183,Original Redfin export,261
2024-05-02,15291 Bestor Blvd,Pacific Palisades,CA,90272,Single Family Residential,7500000,6,7.0,6620,7618,2014,1133,,Pacific Palisades,34.0513539,-118.5255981,TheMLS,24-356023,https://www.redfin.com/CA/Pacific-Palisades/15291-Bestor-Blvd-90272/home/51585114,Original Redfin export,266
2024-05-02,784 Ocampo Dr,Pacific Palisades,CA,90272,Single Family Residential,6700000,5,5.5,4500,8052,1951,1489,,Pacific Palisades,34.0427036,-118.5225,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/784-Ocampo-Dr-90272/home/6840774,Filled from public web research: Redfin (High confidence),288
2024-04-30,926 Embury St,Pacific Palisades,CA,90272,Single Family Residential,4987545,5,6.0,3300,5204,2015,1511,,Pacific Palisades,34.0460891,-118.5226658,TheMLS,24-371794,https://www.redfin.com/CA/Pacific-Palisades/926-Embury-St-90272/home/6846397,Original Redfin export,124
2024-04-26,254 Mabery Rd,Santa Monica,CA,90402,Single Family Residential,3250000,5,4.0,3815,6043,1926,852,,Santa Monica,34.0290877,-118.5143771,TheMLS,24-351781,https://www.redfin.com/CA/Santa-Monica/254-Mabery-Rd-90402/home/6840263,Original Redfin export,284
2024-04-17,615 Palmera Ave,Pacific Palisades,CA,90272,Single Family Residential,3300000,4,3.0,3197,5491,1948,1032,,Pacific Palisades,34.0461619,-118.5392253,TheMLS,24-363103,https://www.redfin.com/CA/Pacific-Palisades/615-Palmera-Ave-90272/home/6842575,Original Redfin export,149
2024-04-16,13115 Nimrod Pl,Los Angeles,CA,90049,Single Family Residential,4400000,3,3.0,2504,10075,1955,1757,,Brentwood,34.0511418,-118.4958205,TheMLS,24-370101,https://www.redfin.com/CA/Los-Angeles/13115-Nimrod-Pl-90049/home/6839306,Original Redfin export,71
2024-04-12,1315 Bienveneda Ave,Pacific Palisades,CA,90272,Single Family Residential,3456500,3,3.0,2659,18610,1974,1300,,Pacific Palisades,34.0591526,-118.5436807,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/1315-Bienveneda-Ave-90272/home/6845049,Filled from public web research: Redfin (High confidence),21
2024-04-09,736 Swarthmore Ave,Pacific Palisades,CA,90272,Single Family Residential,4360000,5,5.0,3648,7003,1926,1195,,Pacific Palisades,34.0436196,-118.5265331,TheMLS,24-368363,https://www.redfin.com/CA/Pacific-Palisades/736-Swarthmore-Ave-90272/home/6841469,Original Redfin export,109
2024-04-05,16625 Calle Haleigh,Pacific Palisades,CA,90272,Single Family Residential,3400000,5,5.0,4583,6447,1999,742,705.0,Pacific Palisades,34.0734753,-118.5482596,TheMLS,24-356397,https://www.redfin.com/CA/Pacific-Palisades/16625-Calle-Haleigh-90272/home/6849395,Original Redfin export,223
2024-04-01,1300 Capri Dr,Pacific Palisades,CA,90272,Single Family Residential,4225000,3,3.0,2646,15877,1954,1597,25.0,Pacific Palisades,34.0532109,-118.5023635,TheMLS,24-361019,https://www.redfin.com/CA/Pacific-Palisades/1300-Capri-Dr-90272/home/6846965,Original Redfin export,140
2024-03-28,1328 Las Pulgas Rd,Pacific Palisades,CA,90272,Single Family Residential,7800000,5,7.0,6025,49027,1996,1295,,Pacific Palisades,34.055432504,-118.5382902,TheMLS,23-341473,https://www.redfin.com/CA/Pacific-Palisades/1328-Las-Pulgas-Rd-90272/home/6845396,Original Redfin export,193
2024-03-28,1055 El Medio Ave,Pacific Palisades,CA,90272,Single Family Residential,5795000,3,3.0,2214,30566,1956,2617,,Pacific Palisades,34.0524117,-118.5321978,TheMLS,24-374087,https://www.redfin.com/CA/Pacific-Palisades/1055-El-Medio-Ave-90272/home/23102266,Original Redfin export,8
2024-03-26,1117 Kagawa St,Pacific Palisades,CA,90272,Single Family Residential,6450000,5,6.0,3600,6500,2006,1792,,Pacific Palisades,34.050186,-118.518906,TheMLS,24-412403,https://www.redfin.com/CA/Pacific-Palisades/1117-Kagawa-St-90272/home/6846095,Original Redfin export,32
2024-03-21,16604 Calle Jermaine,Pacific Palisades,CA,90272,Single Family Residential,3141250,5,4.0,3232,10447,1995,972,433.0,Pacific Palisades,34.072157,-118.5481177,TheMLS,24-362539,https://www.redfin.com/CA/Pacific-Palisades/16604-Calle-Jermaine-90272/home/6849256,Original Redfin export,102
2024-03-15,783 Paseo Miramar,Pacific Palisades,CA,90272,Single Family Residential,8150000,4,5.0,5071,14871,1981,1607,,Pacific Palisades,34.0489323,-118.5573492,TheMLS,23-331675,https://www.redfin.com/CA/Pacific-Palisades/783-Paseo-Miramar-90272/home/6843693,Original Redfin export,311
2024-03-13,1020 Glenhaven Dr,Pacific Palisades,CA,90272,Single Family Residential,3450000,5,4.0,3585,9013,1958,962,,Pacific Palisades,34.053512,-118.5459972,TheMLS,24-359469,https://www.redfin.com/CA/Pacific-Palisades/1020-Glenhaven-Dr-90272/home/6844135,Original Redfin export,80
2024-03-08,1365 Goucher St,Pacific Palisades,CA,90272,Single Family Residential,3310000,4,3.0,2318,11330,1955,1428,,Pacific Palisades,34.0541046,-118.5227343,TheMLS,24-344843,https://www.redfin.com/CA/Pacific-Palisades/1365-Goucher-St-90272/home/8150517,Original Redfin export,185
2024-03-01,1031 Villa Grove Dr,Pacific Palisades,CA,90272,Single Family Residential,3652000,4,3.0,2722,10264,1961,1342,,Pacific Palisades,34.0489969,-118.5138388,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/1031-Villa-Grove-Dr-90272/home/6839928,Filled from public web research: Redfin (High confidence),333
2024-03-01,911 Kagawa St,Pacific Palisades,CA,90272,Single Family Residential,3512500,5,4.0,2704,6499,1940,1299,,Pacific Palisades,34.0464258,-118.5180879,TheMLS,23-313359,https://www.redfin.com/CA/Pacific-Palisades/911-Kagawa-St-90272/home/6846527,Original Redfin export,306
2024-03-01,14929 Whitfield Ave,Pacific Palisades,CA,90272,Single Family Residential,3025000,3,2.0,1815,6242,1950,1667,,Pacific Palisades,34.0522579,-118.5229301,TheMLS,23-342203,https://www.redfin.com/CA/Pacific-Palisades/14929-Whitfield-Ave-90272/home/6845513,Original Redfin export,235
2024-02-26,226 Giardino Way,Pacific Palisades,CA,90272,Single Family Residential,3275000,3,2.0,1972,6455,1957,1661,17.0,Pacific Palisades,34.0443173,-118.5636565,TheMLS,24-351629,https://www.redfin.com/CA/Pacific-Palisades/226-Giardino-Way-90272/home/6843552,Original Redfin export,145
2024-02-20,17410 Revello Dr,Pacific Palisades,CA,90272,Single Family Residential,4275000,4,3.0,2905,6794,1952,1472,,Pacific Palisades,34.0412018,-118.5568415,Public Records / Redfin,,https://www.redfin.com/CA/Pacific-Palisades/17410-Revello-Dr-90272/home/6843708,Filled from public web research: Redfin (High confidence),17
2024-02-16,1172 Lachman Ln,Pacific Palisades,CA,90272,Single Family Residential,4945000,4,4.0,3203,9698,1963,1544,,Pacific Palisades,34.0568408,-118.5463754,TheMLS,23-330297,https://www.redfin.com/CA/Pacific-Palisades/1172-Lachman-Ln-90272/home/6845104,Original Redfin export,277
2024-02-12,14401 Villa Woods Pl,Pacific Palisades,CA,90272,Single Family Residential,4520000,4,4.5,3578,15812,1953,1263,,Pacific Palisades,34.0525167,-118.5140668,CSMAR,224000073,https://www.redfin.com/CA/Pacific-Palisades/14401-Villa-Woods-Pl-90272/home/6839894,Original Redfin export,148
2024-02-01,13325 Westcove Dr,Los Angeles,CA,90049,Single Family Residential,3050000,4,2.5,2374,6839,1956,1285,,C06 - Brentwood,34.0573246,-118.496955,CRMLS,PV23118350,https://www.redfin.com/CA/Los-Angeles/13325-Westcove-Dr-90049/home/6847124,Original Redfin export,347
2024-01-30,807 Napoli Dr,Pacific Palisades,CA,90272,Single Family Residential,8621700,6,6.0,5576,18793,2000,1546,,Pacific Palisades,34.0432035,-118.509302,TheMLS,23-328001,https://www.redfin.com/CA/Pacific-Palisades/807-Napoli-Dr-90272/home/6839586,Original Redfin export,252
2024-01-16,16637 Calle Haleigh,Pacific Palisades,CA,90272,Single Family Residential,3250000,5,5.0,4583,6414,1999,709,705.0,Pacific Palisades,34.0737215,-118.5485013,TheMLS,23-339159,https://www.redfin.com/CA/Pacific-Palisades/16637-Calle-Haleigh-90272/home/6849393,Original Redfin export,88
2024-01-10,1006 Embury St,Pacific Palisades,CA,90272,Single Family Residential,4350000,4,5.0,3400,5202,2007,1279,,Pacific Palisades,34.0472478,-118.5229426,TheMLS,23-318541,https://www.redfin.com/CA/Pacific-Palisades/1006-Embury-St-90272/home/6846279,Original Redfin export,225
2024-01-05,901 Hartzell St,Pacific Palisades,CA,90272,Single Family Residential,4999999,5,5.0,3180,6183,2006,1572,,Pacific Palisades,34.0457995,-118.5200663,TheMLS,23-334021,https://www.redfin.com/CA/Pacific-Palisades/901-Hartzell-St-90272/home/6846479,Original Redfin export,52
2024-01-02,1734 E Chastain Pkwy,Pacific Palisades,CA,90272,Single Family Residential,3610000,4,4.0,4528,7345,1996,797,410.0,Pacific Palisades,34.0742731,-118.5474743,TheMLS,23-313511,https://www.redfin.com/CA/Pacific-Palisades/1734-Chastain-Pkwy-E-90272/home/6849371,Original Redfin export,297
